sequence,window_i,window_j,window_distance,n_overlap,n_inliers,Q_disp_med_deg,Q_disp_p90_deg,Q_disp_max_deg,weight,edge_status,q00,q01,q02,q10,q11,q12,q20,q21,q22
plantview__langdon_4__19-03-24,61,64,3,4,3,0.1983,2.6256,3.581,0.278182,OK,0.999964,0.004858,0.006969,-0.008394,0.439206,0.898347,0.001303,-0.898373,0.439231
plantview__langdon_4__19-03-24,62,63,1,12,12,1.4404,2.0283,2.3332,0.409766,OK,0.999953,0.009058,-0.003414,-0.006674,0.900629,0.434537,0.007011,-0.434494,0.900647
plantview__langdon_4__19-03-24,62,64,2,8,8,0.4205,1.6658,2.214,0.469312,OK,0.999904,0.013201,0.004192,-0.012599,0.741205,0.67116,0.005753,-0.671149,0.7413
plantview__langdon_4__19-03-24,62,65,3,4,4,0.7058,0.8843,0.8903,0.19541,OK,0.999801,0.019683,0.003338,-0.019717,0.947348,0.319599,0.003128,-0.319601,0.947547
plantview__langdon_4__19-03-24,63,64,1,12,12,0.8729,2.3415,3.0729,0.533939,OK,0.999947,0.008158,0.006321,-0.00964,0.95702,0.289863,-0.003685,-0.289908,0.957047
plantview__langdon_4__19-03-24,63,65,2,8,8,0.7739,1.0181,1.0611,0.375813,OK,0.999829,0.017684,0.005398,-0.017136,0.995909,-0.088721,-0.006945,0.088613,0.996042
plantview__langdon_4__19-03-24,63,66,3,4,4,0.0,0.0,0.0,0.333333,OK,0.99999,-0.000148,0.004565,0.002387,0.869022,-0.494767,-0.003894,0.494773,0.869014
plantview__langdon_4__19-03-24,64,65,1,12,12,1.3892,3.9702,4.4244,0.418556,OK,0.999989,0.002705,0.003725,-0.001138,0.929312,-0.369295,-0.004461,0.369286,0.929305
plantview__langdon_4__19-03-24,64,66,2,8,5,0.5683,3.2455,3.386,0.425087,OK,0.999528,-0.021523,0.021936,0.030719,0.679658,-0.732885,0.000865,0.733213,0.679998
plantview__langdon_4__19-03-24,64,67,3,4,3,0.7476,3.7721,4.748,0.190743,OK,0.999639,-0.009223,0.025227,0.02686,0.348802,-0.936812,-0.000159,0.937151,0.348924
plantview__langdon_4__19-03-24,65,66,1,12,12,0.6345,3.2139,4.5808,0.611825,OK,0.999679,-0.021006,0.014169,0.025104,0.896855,-0.441611,-0.003431,0.441825,0.897095
plantview__langdon_4__19-03-24,65,67,2,8,8,1.1648,3.4998,4.509,0.307961,OK,0.999517,-0.00633,0.030415,0.02716,0.653371,-0.756551,-0.015084,0.757012,0.653227
plantview__langdon_4__19-03-24,65,68,3,4,4,0.5322,2.4018,2.975,0.217548,OK,0.952352,-0.053947,-0.300194,-0.255836,0.394562,-0.882536,0.166055,0.917285,0.36196
plantview__langdon_4__19-03-24,66,67,1,12,12,0.2662,1.3207,1.5481,0.789767,OK,0.999939,0.006136,0.009172,-0.002119,0.922452,-0.386105,-0.01083,0.386062,0.922409
plantview__langdon_4__19-03-24,66,68,2,8,8,0.0,1.2414,1.2529,0.666667,OK,0.947552,-0.049806,-0.315696,-0.167294,0.764353,-0.622718,0.272318,0.642872,0.715932
plantview__langdon_4__19-03-24,66,69,3,4,4,0.6642,1.3949,1.4235,0.200302,OK,0.950585,0.080811,-0.299763,-0.162862,0.951813,-0.259862,0.264319,0.295841,0.91794
plantview__langdon_4__19-03-24,67,68,1,12,12,0.0,1.6202,2.2408,1.0,OK,0.944441,-0.05902,-0.323339,-0.040402,0.955439,-0.29241,0.326188,0.289227,0.899971
plantview__langdon_4__19-03-24,67,69,2,8,8,0.0,0.4342,1.4474,0.666667,OK,0.949069,0.079531,-0.304866,-0.0415,0.990742,0.129263,0.312324,-0.110027,0.943582
plantview__langdon_4__19-03-24,67,70,3,4,4,0.0,0.0,0.0,0.333333,OK,0.950002,0.19748,-0.241865,-0.046496,0.855433,0.515822,0.308764,-0.478786,0.821845
plantview__langdon_4__19-03-24,68,69,1,12,10,0.3598,2.5417,2.7512,0.73541,OK,0.999979,0.000986,0.006462,-0.003579,0.909789,0.415055,-0.00547,-0.415069,0.909773
plantview__langdon_4__19-03-24,68,70,2,8,8,0.0,2.5722,3.0443,0.666667,OK,0.999957,0.006391,0.006732,-0.00928,0.671731,0.740737,0.000212,-0.740768,0.671761
plantview__langdon_4__19-03-24,68,71,3,4,3,0.3271,1.8868,2.415,0.251167,OK,0.999784,0.019907,0.00597,-0.011499,0.290568,0.956785,0.017312,-0.956647,0.290734
plantview__langdon_4__19-03-24,69,70,1,12,11,0.5319,3.0964,3.8636,0.652781,OK,0.999986,0.004432,0.002847,-0.005196,0.919108,0.393971,-0.00087,-0.39398,0.919119
plantview__langdon_4__19-03-24,69,71,2,8,8,2.3139,3.1985,3.4615,0.201174,OK,0.99983,0.018388,0.001142,-0.013098,0.665808,0.746008,0.012957,-0.745896,0.665936
plantview__langdon_4__19-03-24,69,72,3,4,4,1.3398,2.8929,2.9844,0.142462,OK,0.999833,0.013213,0.012597,-0.017037,0.427464,0.903872,0.006558,-0.903936,0.427617
plantview__langdon_4__19-03-24,70,71,1,12,12,0.935,1.5368,2.0267,0.516803,OK,0.9999,0.013581,-0.003839,-0.010755,0.909352,0.415888,0.009139,-0.415806,0.909408
plantview__langdon_4__19-03-24,70,72,2,8,8,0.4818,1.2909,1.4815,0.449895,OK,0.999837,0.016045,0.008273,-0.017511,0.750647,0.660472,0.004387,-0.660509,0.750805
plantview__langdon_4__19-03-24,70,73,3,4,4,0.8546,1.0559,1.0679,0.17973,OK,0.999758,0.021063,0.006375,-0.021997,0.948078,0.317275,0.000639,-0.317339,0.948312
plantview__langdon_4__19-03-24,71,72,1,12,12,0.7009,1.3285,1.4564,0.587927,OK,0.999946,0.0056,0.008794,-0.007949,0.955297,0.29554,-0.006746,-0.295594,0.95529
plantview__langdon_4__19-03-24,71,73,2,8,8,0.2961,1.1536,1.2513,0.514353,OK,0.999803,0.018517,0.00715,-0.017909,0.99684,-0.077389,-0.00856,0.077246,0.996975
plantview__langdon_4__19-03-24,71,74,3,4,4,0.0,0.0,0.0,0.333333,OK,0.999942,0.003278,0.010252,0.00217,0.871525,-0.490346,-0.010542,0.49034,0.871468
plantview__langdon_4__19-03-24,72,73,1,12,12,0.4946,1.8977,2.3177,0.669072,OK,0.999942,0.010539,-0.002261,-0.010634,0.930312,-0.366616,-0.001761,0.366618,0.93037
plantview__langdon_4__19-03-24,72,74,2,8,5,0.0,1.4776,2.0537,0.666667,OK,0.999715,-0.015659,0.01804,0.023873,0.681823,-0.731128,-0.000852,0.73135,0.682002
plantview__langdon_4__19-03-24,72,75,3,4,4,0.9598,2.1582,2.2605,0.170085,OK,0.999676,-0.009929,0.023437,0.02541,0.334906,-0.941909,0.001503,0.942199,0.33505
plantview__langdon_4__19-03-24,73,74,1,12,10,0.0,3.0676,4.0789,1.0,OK,0.999631,-0.020738,0.017524,0.026345,0.896957,-0.441332,-0.006566,0.441631,0.897173
plantview__langdon_4__19-03-24,73,75,2,8,8,0.0,3.4943,4.4967,0.666667,OK,0.99905,-0.013457,0.041437,0.040333,0.645308,-0.762857,-0.016474,0.763804,0.645238
plantview__langdon_4__19-03-24,73,76,3,4,3,0.5483,2.7509,3.4599,0.215289,OK,0.953619,-0.0591,-0.295158,-0.25053,0.387737,-0.887071,0.16687,0.919873,0.354947
plantview__langdon_4__19-03-24,74,75,1,12,12,0.0,1.2057,2.0675,1.0,OK,0.999895,-0.000717,0.014473,0.006362,0.919072,-0.394039,-0.013019,0.394089,0.91898
plantview__langdon_4__19-03-24,74,76,2,8,8,0.0,1.6208,1.6849,0.666667,OK,0.949304,-0.053968,-0.309692,-0.162032,0.760204,-0.629155,0.269383,0.647439,0.71292
plantview__langdon_4__19-03-24,75,76,1,12,10,0.2452,2.5187,2.8799,0.803112,OK,0.942139,-0.061306,-0.329569,-0.040831,0.954828,-0.294339,0.332726,0.290765,0.897078
wheat3dgs__plot_461,0,1,1,12,12,0.5911,1.3969,1.4808,0.62849,OK,0.999939,0.001305,-0.010951,0.000523,0.986249,0.165264,0.011016,-0.16526,0.986189
wheat3dgs__plot_461,0,2,2,8,8,0.6367,1.4906,2.5294,0.407312,OK,0.999282,0.009502,-0.03668,0.00374,0.938587,0.345022,0.037705,-0.344912,0.937877
wheat3dgs__plot_461,0,3,3,4,4,1.1017,1.1638,1.166,0.158605,OK,0.999568,-0.027984,0.008951,0.029103,0.984834,-0.17104,-0.004029,0.171227,0.985223
wheat3dgs__plot_461,1,2,1,12,12,0.9833,2.1138,2.4312,0.504211,OK,0.99961,0.006526,-0.027135,-0.001638,0.984322,0.176374,0.027861,-0.176261,0.983949
wheat3dgs__plot_461,1,3,2,8,8,1.0557,1.8463,2.023,0.324307,OK,0.99941,-0.028264,0.019529,0.033336,0.935219,-0.352496,-0.008301,0.352939,0.93561
wheat3dgs__plot_461,1,4,3,4,4,0.6611,1.2044,1.4299,0.200665,OK,0.999677,-0.025279,-0.002625,0.02439,0.983269,-0.180517,0.007145,0.180394,0.983568
wheat3dgs__plot_461,2,3,1,12,12,1.1226,1.966,2.1213,0.471115,OK,0.998694,-0.024326,0.044934,0.043837,0.85973,-0.508864,-0.026252,0.510169,0.859674
wheat3dgs__plot_461,2,4,2,8,8,0.8688,1.401,1.7598,0.35673,OK,0.999383,-0.019831,0.028974,0.028395,0.941866,-0.334788,-0.02065,0.335404,0.941848
wheat3dgs__plot_461,2,5,3,4,4,0.5346,1.1279,1.153,0.217208,OK,0.9999,-0.010223,-0.009795,0.008713,0.989624,-0.143419,0.01116,0.143319,0.989614
wheat3dgs__plot_461,3,4,1,12,12,0.8603,1.4769,1.8635,0.537542,OK,0.999851,0.013896,-0.010228,-0.011685,0.981474,0.191241,0.012696,-0.191093,0.98149
wheat3dgs__plot_461,3,5,2,8,8,1.3749,2.0416,2.5542,0.280718,OK,0.998507,0.033072,-0.043475,-0.014564,0.928261,0.371644,0.052647,-0.370456,0.927357
wheat3dgs__plot_461,4,5,1,12,12,0.8683,1.2324,1.2904,0.535257,OK,0.999196,0.017164,-0.036242,-0.009931,0.981531,0.191043,0.038851,-0.190529,0.980912
wheat3dgs__plot_467,0,1,1,12,12,1.434,2.2339,2.3004,0.410854,OK,0.999601,0.017051,-0.02252,-0.012172,0.979451,0.201313,0.02549,-0.200959,0.979268
wheat3dgs__plot_467,0,2,2,8,8,1.8006,3.2237,3.4504,0.238042,OK,0.998873,0.028726,-0.037777,-0.011896,0.922142,0.386669,0.045943,-0.385784,0.921444
wheat3dgs__plot_467,0,3,3,4,4,1.0915,1.422,1.5331,0.159378,OK,0.999728,-0.017449,-0.015462,0.015377,0.992008,-0.125236,0.017524,0.124964,0.992006
wheat3dgs__plot_467,1,2,1,12,12,1.0484,1.8262,1.9973,0.488182,OK,0.999785,0.008664,-0.018834,-0.004867,0.981182,0.193023,0.020152,-0.192889,0.981014
wheat3dgs__plot_467,1,3,2,8,7,0.9686,1.652,1.6573,0.338651,OK,0.99963,-0.024995,0.010773,0.027124,0.947662,-0.318122,-0.002257,0.318296,0.947989
wheat3dgs__plot_467,1,4,3,4,4,1.0888,1.3216,1.3882,0.159582,OK,0.999873,-0.015374,-0.004114,0.014651,0.990146,-0.139268,0.006214,0.139191,0.990246
wheat3dgs__plot_467,2,3,1,12,11,1.0695,2.1313,2.4713,0.483198,OK,0.999164,-0.024697,0.032594,0.037564,0.869316,-0.492826,-0.016163,0.493638,0.869517
wheat3dgs__plot_467,2,4,2,8,8,0.9232,1.1335,1.2914,0.34664,OK,0.999677,-0.017955,0.017965,0.022796,0.946174,-0.322854,-0.011201,0.32316,0.946278
wheat3dgs__plot_467,2,5,3,4,4,0.5,0.9434,1.1012,0.222216,OK,0.999863,-0.006449,-0.015267,0.004467,0.991955,-0.126511,0.01596,0.126426,0.991848
wheat3dgs__plot_467,3,4,1,12,12,0.9773,1.5653,1.6779,0.50574,OK,0.999858,0.013843,-0.009595,-0.011733,0.981151,0.192886,0.012084,-0.192746,0.981174
wheat3dgs__plot_467,3,5,2,8,8,1.2824,1.7553,2.086,0.292087,OK,0.998818,0.031472,-0.03705,-0.014974,0.924275,0.381433,0.046249,-0.380428,0.923654
wheat3dgs__plot_467,4,5,1,12,12,0.8062,1.3544,1.3823,0.55364,OK,0.999424,0.015782,-0.030041,-0.009521,0.980122,0.198169,0.032571,-0.197769,0.979707
mustc__plot198__230613__ugv__pos00,0,1,1,12,8,0.0,3.7149,4.7563,1.0,OK,-0.423077,-0.734911,0.530011,0.649886,0.161483,0.742678,-0.63139,0.658657,0.409289
